image_path,score,description,task_type,place
dataset/train/0/PXL_20251107_212543077.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_212548940.jpg,0,"The whiteboard is covered in blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_212548940.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_212548940.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_212548940.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_212812213.jpg,0,"The whiteboard is covered in blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_212812213.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_212812213.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_212812213.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_212818770.jpg,0,"The whiteboard is covered in blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_212818770.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_212818770.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_212818770.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_212957299.jpg,0,"The whiteboard is covered in blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_212957299.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_212957299.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_212957299.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213000440.jpg,0,"The whiteboard is covered in blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213000440.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213000440.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213000440.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213041766.jpg,0,"The whiteboard is covered in blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213041766.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213041766.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213041766.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213049671.jpg,0,"The whiteboard is covered in blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213049671.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213049671.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213049671.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213059102.jpg,0,"The whiteboard is covered in blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213059102.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213059102.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213059102.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213104466.jpg,0,"The whiteboard is covered in blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213104466.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213104466.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213104466.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213239994.jpg,0,"The whiteboard is covered in blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213239994.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213239994.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213239994.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213244774.jpg,0,"The whiteboard is covered in blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213244774.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213244774.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213244774.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213309931.jpg,0,"The whiteboard is covered in blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213309931.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213309931.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213309931.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213336097.jpg,0,"The whiteboard is covered in blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213336097.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213336097.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213336097.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213530856.jpg,0,"The whiteboard is covered in blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213530856.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213530856.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213530856.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213533298.jpg,0,"The whiteboard is covered in blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213533298.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213533298.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213533298.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213557087.MP.jpg,0,"The whiteboard is covered in blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213557087.MP.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213557087.MP.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213557087.MP.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213605447.MP.jpg,0,"The whiteboard is covered in blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213605447.MP.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213605447.MP.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213605447.MP.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213610909.jpg,0,"The whiteboard is covered in blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213610909.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213610909.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213610909.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213615599.jpg,0,"The whiteboard is covered in blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213615599.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213615599.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213615599.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213629129.jpg,0,"The whiteboard is covered in blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213629129.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213629129.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213629129.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213745491.jpg,0,"The whiteboard is covered in blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213745491.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213745491.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213745491.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213748649.jpg,0,"The whiteboard is covered in blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213748649.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213748649.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213748649.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213930297.MP.jpg,0,"The whiteboard is covered in extensive blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213930297.MP.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213930297.MP.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213930297.MP.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213937993.jpg,0,"The whiteboard is covered in extensive blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213937993.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213937993.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_213937993.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214135587.jpg,0,"The whiteboard is covered in extensive blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214135587.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214135587.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214135587.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214138829.jpg,0,"The whiteboard is covered in extensive blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214138829.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214138829.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214138829.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214141284.jpg,0,"The whiteboard is covered in extensive blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214141284.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214141284.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214141284.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214149586.jpg,0,"The whiteboard is covered in extensive blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214149586.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214149586.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214149586.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214213871.jpg,0,"The whiteboard is covered in extensive blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214213871.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214213871.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214213871.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214354844.MP.jpg,0,"The whiteboard is covered in extensive blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214354844.MP.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214354844.MP.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214354844.MP.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214433567.jpg,0,"The whiteboard is covered in extensive blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214433567.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214433567.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214433567.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214438050.jpg,0,"The whiteboard is covered in extensive blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214438050.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214438050.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214438050.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214439849.MP.jpg,0,"The whiteboard is covered in extensive blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214439849.MP.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214439849.MP.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214439849.MP.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214513126.jpg,0,"The whiteboard is covered in extensive blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214513126.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214513126.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214513126.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214618649.jpg,0,"The whiteboard is covered in extensive blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214618649.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214618649.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214618649.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214628159.jpg,0,"The whiteboard is covered in extensive blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214628159.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214628159.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214628159.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214631385.jpg,0,"The whiteboard is covered in extensive blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214631385.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214631385.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214631385.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214637994.MP.jpg,0,"The whiteboard is covered in extensive blue marker writing, indicating it has not been cleaned.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214637994.MP.jpg,0,"The whiteboard has not been wiped clean, as numerous notes and diagrams are still present.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214637994.MP.jpg,0,"The cleaning task for the whiteboard was not performed, as old writings remain visible.",organize_whiteboard,office
dataset/train/0/PXL_20251107_214637994.MP.jpg,0,"The whiteboard is dirty with old markings, showing a failure in the cleaning process.",organize_whiteboard,office
dataset/train/1/PXL_20251107_193118385.MP.jpg,1,"The whiteboard has some faint smudges and residual marks, indicating it was partially cleaned but not perfectly spotless.",organize_whiteboard,conference_room
dataset/train/1/PXL_20251107_193118385.MP.jpg,1,"While most of the writing has been erased, a few ghost images or light streaks remain on the whiteboard surface.",organize_whiteboard,conference_room
dataset/train/1/PXL_20251107_193118385.MP.jpg,1,"The whiteboard shows signs of an attempt at cleaning, but minor imperfections are still visible upon close inspection.",organize_whiteboard,conference_room
dataset/train/1/PXL_20251107_193118385.MP.jpg,1,"The cleaning task for the whiteboard was mostly successful, but a few faint traces of previous use are still present.",organize_whiteboard,conference_room
dataset/train/1/PXL_20251107_211947188.MP.jpg,1,"The whiteboard has some faint smudges and residual marks, indicating it was partially cleaned but not perfectly spotless.",organize_whiteboard,office
dataset/train/1/PXL_20251107_211947188.MP.jpg,1,"While most of the writing has been erased, a few ghost images or light streaks remain on the whiteboard surface.",organize_whiteboard,office
dataset/train/1/PXL_20251107_211947188.MP.jpg,1,"The whiteboard shows signs of an attempt at cleaning, but minor imperfections are still visible upon close inspection.",organize_whiteboard,office
dataset/train/1/PXL_20251107_211947188.MP.jpg,1,"The cleaning task for the whiteboard was mostly successful, but a few faint traces of previous use are still present.",organize_whiteboard,office
dataset/train/1/PXL_20251107_211959549.jpg,1,"The whiteboard has some faint smudges and residual marks, indicating it was partially cleaned but not perfectly spotless.",organize_whiteboard,office
dataset/train/1/PXL_20251107_211959549.jpg,1,"While most of the writing has been erased, a few ghost images or light streaks remain on the whiteboard surface.",organize_whiteboard,office
dataset/train/1/PXL_20251107_211959549.jpg,1,"The whiteboard shows signs of an attempt at cleaning, but minor imperfections are still visible upon close inspection.",organize_whiteboard,office
dataset/train/1/PXL_20251107_211959549.jpg,1,"The cleaning task for the whiteboard was mostly successful, but a few faint traces of previous use are still present.",organize_whiteboard,office
dataset/train/1/PXL_20251107_212125921.MP.jpg,1,"The whiteboard has some faint smudges and residual marks, indicating it was partially cleaned but not perfectly spotless.",organize_whiteboard,office
dataset/train/1/PXL_20251107_212125921.MP.jpg,1,"While most of the writing has been erased, a few ghost images or light streaks remain on the whiteboard surface.",organize_whiteboard,office
dataset/train/1/PXL_20251107_212125921.MP.jpg,1,"The whiteboard shows signs of an attempt at cleaning, but minor imperfections are still visible upon close inspection.",organize_whiteboard,office
dataset/train/1/PXL_20251107_212125921.MP.jpg,1,"The cleaning task for the whiteboard was mostly successful, but a few faint traces of previous use are still present.",organize_whiteboard,office
dataset/train/1/PXL_20251107_212315357.jpg,1,"The whiteboard has some faint smudges and residual marks, indicating it was partially cleaned but not perfectly spotless.",organize_whiteboard,office
